County,Year,Month,Labor Force,Employment,Unemployment,Unemp. Rate
Mariposa,2015,July,"8,710","8,210",510,5.8%
Mariposa,2015,August,"8,700","8,240",460,5.3%
Mariposa,2015,September,"8,600","8,160",430,5.0%
Mariposa,2015,October,"7,990","7,520",460,5.8%
Mariposa,2015,November,"7,630","7,090",540,7.1%
Mariposa,2015,December,"7,480","6,890",590,7.9%
Mariposa,2016,January,"6,870","6,190",690,10.0%
Mariposa,2016,February,"6,830","6,190",640,9.4%
Mariposa,2016,March,"6,660","5,990",670,10.0%
Mariposa,2016,April,"6,720","6,170",550,8.1%
Mariposa,2016,May,"6,970","6,510",460,6.6%
Mariposa,2016,June,"7,510","7,030",480,6.4%
Mariposa,2016,July,"7,660","7,180",480,6.3%
Mariposa,2016,August,"7,560","7,100",460,6.0%
Mariposa,2016,September,"7,410","6,990",420,5.7%
Mariposa,2016,October,"7,080","6,640",440,6.2%
Mariposa,2016,November,"6,810","6,340",470,6.9%
Mariposa,2016,December,"6,730","6,190",540,8.0%
Mariposa,2017,January,"6,520","5,920",600,9.3%
Mariposa,2017,February,"6,590","5,980",610,9.2%
Mariposa,2017,March,"6,650","6,090",550,8.3%
Mariposa,2017,April,"6,920","6,460",460,6.6%
Mariposa,2017,May,"7,210","6,810",400,5.5%
Mariposa,2017,June,"7,600","7,190",410,5.4%
Mariposa,2017,July,"7,790","7,380",410,5.2%
Mariposa,2017,August,"7,760","7,350",400,5.2%
Mariposa,2017,September,"7,610","7,260",350,4.6%
Mariposa,2017,October,"7,360","7,000",360,4.9%
Mariposa,2017,November,"6,890","6,490",400,5.8%
Mariposa,2017,December,"6,770","6,310",460,6.7%
Mariposa,2018,January,"6,820","6,320",500,7.4%
Mariposa,2018,February,"6,850","6,310",540,7.9%
Mariposa,2018,March,"6,910","6,400",510,7.4%
Mariposa,2018,April,"7,020","6,610",410,5.8%
Mariposa,2018,May,"7,240","6,900",340,4.7%
Mariposa,2018,June,"7,540","7,160",380,5.0%
Mariposa,2018,July,"7,470","7,110",360,4.9%
Mariposa,2018,August,"7,340","6,900",440,5.9%
Mariposa,2018,September,"7,400","7,100",310,4.2%
Mariposa,2018,October,"7,230","6,900",340,4.6%
Mariposa,2018,November,"6,890","6,530",360,5.2%
Mariposa,2018,December,"6,700","6,290",420,6.2%
Mariposa,2019,January,"6,640","6,120",520,7.8%
Mariposa,2019,February,"6,840","6,330",500,7.3%
Mariposa,2019,March,"6,870","6,400",470,6.8%
Mariposa,2019,April,"6,850","6,500",360,5.2%
Mariposa,2019,May,"7,130","6,850",280,4.0%
Mariposa,2019,June,"7,240","6,930",310,4.3%
Mariposa,2019,July,"7,570","7,250",320,4.2%
Mariposa,2019,August,"7,500","7,210",290,3.9%
Mariposa,2019,September,"7,490","7,230",260,3.4%
Mariposa,2019,October,"7,310","7,030",280,3.8%
Mariposa,2019,November,"7,050","6,740",310,4.4%
Mariposa,2019,December,"6,760","6,440",330,4.8%
Mariposa,2020,January,"6,970","6,530",450,6.4%
Mariposa,2020,February,"7,050","6,600",440,6.3%
Mariposa,2020,March,"7,090","6,460",630,8.9%
Mariposa,2020,April,"6,790","5,310","1,480",21.8%
Mariposa,2020,May,"6,660","5,290","1,370",20.6%
Mariposa,2020,June,"7,040","5,990","1,050",14.9%
Mariposa,2020,July,"6,970","6,140",840,12.0%
Mariposa,2020,August,"6,860","6,170",690,10.0%
Mariposa,2020,September,"6,700","6,030",670,10.0%
Mariposa,2020,October,"6,510","5,910",600,9.2%
Mariposa,2020,November,"6,160","5,520",640,10.4%
Mariposa,2020,December,"6,000","5,280",730,12.1%
Mariposa,2021,January,"5,780","4,910",860,14.9%
Mariposa,2021,February,"5,930","5,190",740,12.5%
Mariposa,2021,March,"6,080","5,400",690,11.3%
Mariposa,2021,April,"6,390","5,780",610,9.5%
Mariposa,2021,May,"6,670","6,130",540,8.1%
Mariposa,2021,June,"7,110","6,530",580,8.2%
Mariposa,2021,July,"7,170","6,640",540,7.5%
Mariposa,2021,August,"7,140","6,630",510,7.1%
Mariposa,2021,September,"7,000","6,570",430,6.1%
Mariposa,2021,October,"6,740","6,330",410,6.1%
Mariposa,2021,November,"6,490","6,080",410,6.3%
Mariposa,2021,December,"6,320","5,930",390,6.2%
Mariposa,2022,January,"6,190","5,710",490,7.8%
Mariposa,2022,February,"6,220","5,790",430,6.9%
Mariposa,2022,March,"6,260","5,880",380,6.1%
Mariposa,2022,April,"6,470","6,160",310,4.8%
Mariposa,2022,May,"6,860","6,600",260,3.8%
Mariposa,2022,June,"7,190","6,890",300,4.2%
Mariposa,2022,July,"7,150","6,860",290,4.1%
Mariposa,2022,August,"7,260","6,950",300,4.2%
Mariposa,2022,September,"7,130","6,860",270,3.8%
Mariposa,2022,October,"7,040","6,750",290,4.1%
Mariposa,2022,November,"6,800","6,490",320,4.6%
Mariposa,2022,December,"6,700","6,370",330,4.9%
Mariposa,2023,January,"6,370","5,960",410,6.4%
Mariposa,2023,February,"6,540","6,040",500,7.7%
Mariposa,2023,March,"6,520","6,040",480,7.4%
Mariposa,2023,April,"6,720","6,370",350,5.2%
Mariposa,2023,May,"7,110","6,790",320,4.6%
Mariposa,2023,June,"7,550","7,210",340,4.5%
Mariposa,2023,July,"7,560","7,200",360,4.7%
Mariposa,2023,August,"7,830","7,450",380,4.9%
Mariposa,2023,September,"7,730","7,390",340,4.4%
Mariposa,2023,October,"7,250","6,900",350,4.9%
Mariposa,2023,November,"7,010","6,640",370,5.3%
Mariposa,2023,December,"6,890","6,510",380,5.6%
Mariposa,2024,January,"6,770","6,290",480,7.1%
Mariposa,2024,February,"6,820","6,330",500,7.3%
Mariposa,2024,March,"6,910","6,450",460,6.6%
Mariposa,2024,April,"7,050","6,680",370,5.3%
Mariposa,2024,May,"7,440","7,120",330,4.4%
Mariposa,2024,June,"7,850","7,470",380,4.8%
Mariposa,2024,July,"7,880","7,460",410,5.2%
Mariposa,2024,August,"7,840","7,450",390,5.0%
Mariposa,2024,September,"7,740","7,380",360,4.6%
Mariposa,2024,October,"7,490","7,130",370,4.9%
Mariposa,2024,November,"7,230","6,830",400,5.6%
Mariposa,2024,December,"7,080","6,670",410,5.8%
Mendocino,2010,January,"41,610","36,210","5,400",13.0%
Mendocino,2010,February,"41,650","36,230","5,420",13.0%
Mendocino,2010,March,"41,970","36,530","5,440",13.0%
Mendocino,2010,April,"41,650","36,580","5,070",12.2%
Mendocino,2010,May,"41,920","37,330","4,580",10.9%
Mendocino,2010,June,"42,450","37,800","4,650",11.0%
Mendocino,2010,July,"41,540","36,850","4,700",11.3%
Mendocino,2010,August,"42,030","37,380","4,650",11.1%
Mendocino,2010,September,"41,350","36,900","4,450",10.8%
Mendocino,2010,October,"41,700","37,370","4,330",10.4%
Mendocino,2010,November,"41,030","36,210","4,830",11.8%
Mendocino,2010,December,"40,670","35,810","4,860",12.0%
Mendocino,2011,January,"40,750","35,540","5,210",12.8%
Mendocino,2011,February,"40,610","35,490","5,120",12.6%
Mendocino,2011,March,"40,790","35,630","5,160",12.7%
Mendocino,2011,April,"40,660","35,870","4,780",11.8%
Mendocino,2011,May,"40,780","36,370","4,400",10.8%
Mendocino,2011,June,"41,380","36,750","4,630",11.2%
Mendocino,2011,July,"40,650","36,070","4,580",11.3%
Mendocino,2011,August,"41,190","36,640","4,550",11.1%
Mendocino,2011,September,"40,770","36,450","4,320",10.6%
Mendocino,2011,October,"41,180","36,940","4,240",10.3%
Mendocino,2011,November,"40,360","35,990","4,370",10.8%
Mendocino,2011,December,"40,280","35,930","4,350",10.8%
Mendocino,2012,January,"40,200","35,600","4,600",11.4%
Mendocino,2012,February,"40,410","35,730","4,680",11.6%
Mendocino,2012,March,"40,410","35,740","4,660",11.5%
Mendocino,2012,April,"40,540","36,250","4,290",10.6%
Mendocino,2012,May,"40,950","36,960","3,990",9.7%
Mendocino,2012,June,"41,590","37,480","4,110",9.9%
Mendocino,2012,July,"40,750","36,620","4,130",10.1%
Mendocino,2012,August,"41,350","37,410","3,940",9.5%
Mendocino,2012,September,"41,190","37,530","3,660",8.9%
Mendocino,2012,October,"41,500","37,840","3,650",8.8%
Mendocino,2012,November,"40,450","36,750","3,700",9.1%
Mendocino,2012,December,"40,700","36,760","3,950",9.7%
Mendocino,2013,January,"40,860","36,660","4,200",10.3%
Mendocino,2013,February,"40,700","36,730","3,960",9.7%
Mendocino,2013,March,"40,710","36,920","3,790",9.3%
Mendocino,2013,April,"40,590","37,130","3,450",8.5%
Mendocino,2013,May,"41,280","38,120","3,160",7.7%
Mendocino,2013,June,"41,680","38,270","3,400",8.2%
Mendocino,2013,July,"40,980","37,540","3,440",8.4%
Mendocino,2013,August,"40,980","37,710","3,260",8.0%
Mendocino,2013,September,"40,730","37,590","3,140",7.7%
Mendocino,2013,October,"40,600","37,470","3,130",7.7%
Mendocino,2013,November,"39,820","36,650","3,170",7.9%
Mendocino,2013,December,"39,810","36,670","3,140",7.9%
Mendocino,2014,January,"39,910","36,530","3,380",8.5%
Mendocino,2014,February,"40,250","36,790","3,460",8.6%
Mendocino,2014,March,"40,490","37,120","3,370",8.3%
Mendocino,2014,April,"40,060","37,210","2,860",7.1%
Mendocino,2014,May,"40,530","37,930","2,600",6.4%
Mendocino,2014,June,"40,870","38,150","2,730",6.7%
Mendocino,2014,July,"40,470","37,620","2,860",7.1%
Mendocino,2014,August,"40,830","38,080","2,750",6.7%
Mendocino,2014,September,"40,780","38,280","2,500",6.1%
Mendocino,2014,October,"40,480","37,980","2,500",6.2%
Mendocino,2014,November,"39,750","37,110","2,640",6.6%
Mendocino,2014,December,"39,710","37,020","2,690",6.8%
Mendocino,2015,January,"39,760","36,860","2,900",7.3%
Mendocino,2015,February,"39,780","37,020","2,760",6.9%
Mendocino,2015,March,"40,020","37,330","2,680",6.7%
Mendocino,2015,April,"40,040","37,730","2,310",5.8%
Mendocino,2015,May,"40,370","38,250","2,120",5.3%
Mendocino,2015,June,"40,420","38,210","2,210",5.5%
Mendocino,2015,July,"39,610","37,370","2,240",5.6%
Mendocino,2015,August,"40,160","38,030","2,120",5.3%
Mendocino,2015,September,"39,740","37,790","1,950",4.9%
Mendocino,2015,October,"39,650","37,590","2,070",5.2%
Mendocino,2015,November,"39,300","37,090","2,200",5.6%
Mendocino,2015,December,"39,320","36,970","2,340",6.0%
Mendocino,2016,January,"37,900","35,300","2,600",6.9%
Mendocino,2016,February,"38,340","35,880","2,450",6.4%
Mendocino,2016,March,"38,960","36,440","2,520",6.5%
Mendocino,2016,April,"38,230","36,100","2,120",5.6%
Mendocino,2016,May,"38,370","36,590","1,780",4.6%
Mendocino,2016,June,"38,910","36,890","2,030",5.2%
Mendocino,2016,July,"38,420","36,360","2,060",5.4%
Mendocino,2016,August,"38,570","36,530","2,040",5.3%
Mendocino,2016,September,"38,340","36,440","1,910",5.0%
Mendocino,2016,October,"38,090","36,120","1,970",5.2%
Mendocino,2016,November,"37,550","35,490","2,060",5.5%
Mendocino,2016,December,"37,680","35,520","2,160",5.7%
Mendocino,2017,January,"37,990","35,600","2,380",6.3%
Mendocino,2017,February,"38,400","36,170","2,230",5.8%
Mendocino,2017,March,"38,510","36,380","2,140",5.5%
Mendocino,2017,April,"38,050","36,120","1,930",5.1%
Mendocino,2017,May,"38,280","36,710","1,570",4.1%
Mendocino,2017,June,"38,690","36,920","1,770",4.6%
Mendocino,2017,July,"38,440","36,600","1,840",4.8%
Mendocino,2017,August,"38,740","36,940","1,790",4.6%
Mendocino,2017,September,"38,640","37,080","1,550",4.0%
Mendocino,2017,October,"38,160","36,610","1,550",4.1%
Mendocino,2017,November,"37,490","35,870","1,620",4.3%
Mendocino,2017,December,"37,710","36,000","1,710",4.5%
Mendocino,2018,January,"37,610","35,680","1,930",5.1%
Mendocino,2018,February,"38,150","36,270","1,880",4.9%
Mendocino,2018,March,"38,140","36,300","1,840",4.8%
Mendocino,2018,April,"37,920","36,300","1,610",4.3%
Mendocino,2018,May,"38,250","36,960","1,290",3.4%
Mendocino,2018,June,"37,920","36,350","1,580",4.2%
Mendocino,2018,July,"38,480","36,940","1,540",4.0%
Mendocino,2018,August,"38,600","37,060","1,540",4.0%
Mendocino,2018,September,"38,310","36,880","1,430",3.7%
Mendocino,2018,October,"38,590","37,130","1,470",3.8%
Mendocino,2018,November,"38,080","36,550","1,530",4.0%
Mendocino,2018,December,"37,670","35,900","1,770",4.7%
Mendocino,2019,January,"37,450","35,300","2,150",5.7%
Mendocino,2019,February,"37,640","35,610","2,030",5.4%
Mendocino,2019,March,"37,830","35,850","1,980",5.2%
Mendocino,2019,April,"37,390","35,780","1,610",4.3%
Mendocino,2019,May,"37,410","36,130","1,290",3.4%
Mendocino,2019,June,"37,560","36,060","1,500",4.0%
Mendocino,2019,July,"37,680","36,110","1,570",4.2%
Mendocino,2019,August,"37,600","36,120","1,480",3.9%
Mendocino,2019,September,"37,610","36,350","1,270",3.4%
Mendocino,2019,October,"37,560","36,240","1,320",3.5%
Mendocino,2019,November,"37,000","35,590","1,420",3.8%
Mendocino,2019,December,"37,040","35,510","1,540",4.1%
Mendocino,2020,January,"37,130","35,220","1,910",5.1%
Mendocino,2020,February,"37,340","35,520","1,820",4.9%
Mendocino,2020,March,"37,630","35,020","2,610",6.9%
Mendocino,2020,April,"35,780","29,950","5,830",16.3%
Mendocino,2020,May,"34,690","29,700","4,990",14.4%
Mendocino,2020,June,"36,210","31,760","4,460",12.3%
Mendocino,2020,July,"35,940","31,870","4,070",11.3%
Mendocino,2020,August,"36,050","32,680","3,370",9.4%
Mendocino,2020,September,"36,040","32,840","3,200",8.9%
Mendocino,2020,October,"35,610","32,770","2,840",8.0%
Mendocino,2020,November,"35,000","32,150","2,850",8.1%
Mendocino,2020,December,"35,000","32,100","2,900",8.3%
Mendocino,2021,January,"35,040","32,030","3,010",8.6%
Mendocino,2021,February,"35,350","32,360","2,990",8.5%
Mendocino,2021,March,"35,730","32,850","2,880",8.1%
Mendocino,2021,April,"35,370","32,750","2,620",7.4%
Mendocino,2021,May,"35,610","33,330","2,290",6.4%
Mendocino,2021,June,"35,920","33,380","2,540",7.1%
Mendocino,2021,July,"36,120","33,690","2,430",6.7%
Mendocino,2021,August,"36,060","33,750","2,310",6.4%
Mendocino,2021,September,"36,260","34,340","1,920",5.3%
Mendocino,2021,October,"35,710","33,810","1,900",5.3%
Mendocino,2021,November,"35,310","33,450","1,870",5.3%
Mendocino,2021,December,"35,340","33,570","1,770",5.0%
Mendocino,2022,January,"35,650","33,580","2,070",5.8%
Mendocino,2022,February,"35,820","33,930","1,890",5.3%
Mendocino,2022,March,"36,070","34,390","1,690",4.7%
Mendocino,2022,April,"35,550","34,040","1,510",4.2%
Mendocino,2022,May,"35,880","34,600","1,280",3.6%
Mendocino,2022,June,"36,230","34,740","1,490",4.1%
Mendocino,2022,July,"35,940","34,470","1,470",4.1%
Mendocino,2022,August,"36,080","34,580","1,510",4.2%
Mendocino,2022,September,"36,300","34,960","1,340",3.7%
Mendocino,2022,October,"36,100","34,650","1,450",4.0%
Mendocino,2022,November,"35,600","33,950","1,640",4.6%
Mendocino,2022,December,"35,480","33,800","1,690",4.8%
Mendocino,2023,January,"35,450","33,370","2,070",5.8%
Mendocino,2023,February,"36,110","34,090","2,020",5.6%
Mendocino,2023,March,"36,330","34,370","1,960",5.4%
Mendocino,2023,April,"36,000","34,380","1,620",4.5%
Mendocino,2023,May,"36,390","34,900","1,490",4.1%
Mendocino,2023,June,"36,690","35,030","1,650",4.5%
Mendocino,2023,July,"36,970","35,320","1,660",4.5%
Mendocino,2023,August,"36,610","34,850","1,760",4.8%
Mendocino,2023,September,"36,880","35,200","1,680",4.6%
Mendocino,2023,October,"36,810","35,080","1,720",4.7%
Mendocino,2023,November,"36,070","34,330","1,740",4.8%
Mendocino,2023,December,"35,890","33,950","1,940",5.4%
Mendocino,2024,January,"36,290","34,060","2,230",6.1%
Mendocino,2024,February,"36,570","34,260","2,320",6.3%
Mendocino,2024,March,"36,750","34,590","2,170",5.9%
Mendocino,2024,April,"36,230","34,400","1,840",5.1%
Mendocino,2024,May,"36,530","34,890","1,640",4.5%
Mendocino,2024,June,"36,690","34,730","1,960",5.3%
Mendocino,2024,July,"36,880","34,780","2,100",5.7%
Mendocino,2024,August,"36,590","34,500","2,100",5.7%
Mendocino,2024,September,"36,750","34,880","1,870",5.1%
Mendocino,2024,October,"36,550","34,620","1,930",5.3%
Mendocino,2024,November,"36,070","34,040","2,030",5.6%
Mendocino,2024,December,"36,030","33,960","2,060",5.7%
Merced,2010,January,"112,300","89,200","23,100",20.6%
Merced,2010,February,"113,800","89,800","24,000",21.1%
Merced,2010,March,"113,600","90,000","23,600",20.7%
Merced,2010,April,"113,200","92,000","21,200",18.7%
Merced,2010,May,"113,600","94,300","19,400",17.0%
Merced,2010,June,"114,100","94,100","19,900",17.5%
Merced,2010,July,"111,400","91,300","20,200",18.1%
Merced,2010,August,"115,500","96,400","19,100",16.6%
Merced,2010,September,"115,200","97,300","17,900",15.5%
Merced,2010,October,"114,900","97,100","17,800",15.5%
Merced,2010,November,"114,300","94,200","20,100",17.6%
Merced,2010,December,"113,700","92,400","21,300",18.8%
Merced,2011,January,"113,300","90,100","23,200",20.4%
Merced,2011,February,"114,300","91,000","23,300",20.3%
Merced,2011,March,"113,900","91,100","22,800",20.0%
Merced,2011,April,"112,600","91,800","20,800",18.5%
Merced,2011,May,"113,000","93,700","19,300",17.1%
Merced,2011,June,"114,100","93,800","20,300",17.8%
Merced,2011,July,"112,300","92,400","19,900",17.7%
Merced,2011,August,"114,400","95,300","19,100",16.7%
Merced,2011,September,"117,800","100,000","17,800",15.1%
Merced,2011,October,"116,800","99,400","17,500",15.0%
Merced,2011,November,"114,500","96,300","18,200",15.9%
Merced,2011,December,"114,600","94,700","20,000",17.4%
Merced,2012,January,"114,500","92,800","21,800",19.0%
Merced,2012,February,"114,700","92,600","22,100",19.2%
Merced,2012,March,"114,900","93,500","21,400",18.7%
Merced,2012,April,"112,900","93,100","19,700",17.5%
Merced,2012,May,"114,100","95,700","18,400",16.1%
Merced,2012,June,"114,400","95,300","19,100",16.7%
Merced,2012,July,"114,100","95,400","18,800",16.5%
Merced,2012,August,"115,300","97,800","17,400",15.1%
Merced,2012,September,"117,300","101,600","15,700",13.4%
Merced,2012,October,"117,300","101,300","16,000",13.6%
Merced,2012,November,"113,500","96,800","16,700",14.7%
Merced,2012,December,"113,700","95,100","18,500",16.3%
Merced,2013,January,"115,000","94,300","20,700",18.0%
Merced,2013,February,"115,300","95,200","20,100",17.4%
Merced,2013,March,"113,800","94,600","19,200",16.9%
Merced,2013,April,"113,500","96,100","17,500",15.4%
Merced,2013,May,"114,100","98,000","16,100",14.1%
Merced,2013,June,"115,600","98,900","16,700",14.4%
Merced,2013,July,"112,700","96,600","16,100",14.3%
Merced,2013,August,"115,000","99,900","15,100",13.1%
Merced,2013,September,"116,700","102,700","14,000",12.0%
Merced,2013,October,"116,000","101,900","14,100",12.1%
Merced,2013,November,"112,700","97,300","15,400",13.6%
Merced,2013,December,"112,300","96,400","15,900",14.2%
Merced,2014,January,"113,300","95,300","17,900",15.8%
Merced,2014,February,"115,100","96,800","18,200",15.8%
Merced,2014,March,"114,800","96,500","18,300",15.9%
Merced,2014,April,"113,500","97,900","15,600",13.8%
Merced,2014,May,"114,200","100,000","14,200",12.5%
Merced,2014,June,"115,300","101,100","14,300",12.4%
Merced,2014,July,"112,400","98,200","14,200",12.6%
Merced,2014,August,"113,700","100,600","13,100",11.5%
Merced,2014,September,"116,800","104,800","12,000",10.3%
Merced,2014,October,"116,100","104,100","12,000",10.3%
Merced,2014,November,"113,200","99,500","13,600",12.1%
Merced,2014,December,"113,200","98,600","14,600",12.9%
Merced,2015,January,"113,300","97,000","16,300",14.4%
Merced,2015,February,"114,300","98,400","16,000",14.0%
Merced,2015,March,"114,100","98,700","15,400",13.5%
Merced,2015,April,"113,200","99,600","13,600",12.0%
Merced,2015,May,"114,000","101,200","12,800",11.2%
Merced,2015,June,"114,600","101,900","12,700",11.1%
Merced,2015,July,"112,000","99,900","12,100",10.8%
Merced,2015,August,"114,800","103,800","11,000",9.6%
