property_sum,violent_sum,year,month,county,unemp. rate
96,13,2022,may,kern county,6.5%
41,19,2022,may,riverside county,3.5%
1,0,2022,may,alameda county,2.6%
55,8,2022,may,los angeles county,4.6%
57,7,2022,may,tulare county,7.0%
29,10,2022,may,solano county,3.4%
1,1,2022,may,siskiyou county,5.0%
4,2,2022,may,merced county,7.0%
276,45,2022,may,los angeles county,4.6%
44,4,2022,may,los angeles county,4.6%
70,12,2022,may,alameda county,2.6%
4,1,2022,may,siskiyou county,5.0%
40,15,2022,may,san mateo county,2.1%
112,5,2022,may,riverside county,3.5%
136,50,2022,may,san diego county,2.8%
1,2,2022,may,los angeles county,4.6%
79,17,2022,may,imperial county,12.6%
80,7,2022,may,contra costa county,2.8%
87,25,2022,may,el dorado county,3.0%
183,35,2022,may,los angeles county,4.6%
78,7,2022,may,los angeles county,4.6%
167,31,2022,may,sacramento county,3.2%
179,15,2022,may,alameda county,2.6%
77,9,2022,may,san diego county,2.8%
9,0,2022,may,san joaquin county,4.3%
227,44,2022,may,san diego county,2.8%
0,0,2022,may,siskiyou county,5.0%
97,14,2022,may,humboldt county,3.5%
20,6,2022,may,tulare county,7.0%
253,56,2022,may,solano county,3.4%
14,4,2022,may,tulare county,7.0%
0,0,2022,may,humboldt county,3.5%
18,2,2022,may,ventura county,2.9%
11,3,2022,may,fresno county,5.7%
85,11,2022,may,sacramento county,3.2%
243,52,2022,may,san bernardino county,3.5%
2,1,2022,may,san bernardino county,3.5%
1,0,2022,may,santa clara county,2.3%
21,4,2022,may,mendocino county,3.6%
0,1,2022,may,siskiyou county,5.0%
18,4,2022,may,humboldt county,3.5%
35,3,2022,may,san mateo county,2.1%
97,7,2022,may,orange county,2.7%
1,4,2022,may,fresno county,5.7%
506,27,2022,may,alameda county,2.6%
1603,402,2022,may,fresno county,5.7%
318,94,2022,may,fresno county,5.7%
328,42,2022,may,orange county,2.7%
31,5,2022,may,sacramento county,3.2%
321,29,2022,may,orange county,2.7%
132,39,2022,may,los angeles county,4.6%
90,15,2022,may,santa clara county,2.3%
261,18,2022,may,los angeles county,4.6%
84,13,2022,may,los angeles county,4.6%
11,5,2022,may,glenn county,5.0%
13,1,2022,may,sacramento county,3.2%
31,3,2022,may,santa barbara county,2.8%
13,1,2022,may,monterey county,4.8%
27,10,2022,may,san bernardino county,3.5%
35,14,2022,may,nevada county,3.1%
10,6,2022,may,monterey county,4.8%
19,3,2022,may,butte county,3.7%
28,2,2022,may,san luis obispo county,2.6%
4,1,2022,may,santa barbara county,2.8%
10,4,2022,may,merced county,7.0%
55,24,2022,may,kings county,6.4%
30,15,2022,may,los angeles county,4.6%
156,40,2022,may,los angeles county,4.6%
407,43,2022,may,alameda county,2.6%
17,4,2022,may,sonoma county,2.7%
180,39,2022,may,riverside county,3.5%
15,2,2022,may,contra costa county,2.8%
48,3,2022,may,los angeles county,4.6%
114,65,2022,may,san bernardino county,3.5%
1,0,2022,may,los angeles county,4.6%
54,34,2022,may,san bernardino county,3.5%
5,3,2022,may,san mateo county,2.1%
32,14,2022,may,san benito county,4.3%
7,0,2022,may,imperial county,12.6%
7,0,2022,may,stanislaus county,4.7%
67,19,2022,may,humboldt county,3.5%
1,0,2022,may,ventura county,2.9%
383,48,2022,may,orange county,2.7%
137,30,2022,may,los angeles county,4.6%
6,6,2022,may,fresno county,5.7%
9,0,2022,may,imperial county,12.6%
20,13,2022,may,san diego county,2.8%
51,20,2022,may,imperial county,12.6%
11,0,2022,may,riverside county,3.5%
256,20,2022,may,riverside county,3.5%
121,6,2022,may,los angeles county,4.6%
303,61,2022,may,los angeles county,4.6%
3,0,2022,may,riverside county,3.5%
13,8,2022,may,inyo county,3.4%
404,29,2022,may,orange county,2.7%
0,0,2022,may,orange county,2.7%
35,0,2022,may,los angeles county,4.6%
0,2,2022,may,sacramento county,3.2%
14,3,2022,may,amador county,3.7%
266,17,2022,may,riverside county,3.5%
10,0,2022,may,contra costa county,2.8%
22,7,2022,may,fresno county,5.7%
742,345,2022,may,kern county,6.5%
28,7,2022,may,kern county,6.5%
6,4,2022,may,monterey county,4.8%
43,9,2022,may,kings county,6.4%
24,4,2022,may,fresno county,5.7%
23,3,2022,may,los angeles county,4.6%
115,18,2022,may,orange county,2.7%
2,0,2022,may,los angeles county,4.6%
90,12,2022,may,san diego county,2.8%
74,5,2022,may,los angeles county,4.6%
28,8,2022,may,orange county,2.7%
46,8,2022,may,los angeles county,4.6%
93,9,2022,may,riverside county,3.5%
49,5,2022,may,los angeles county,4.6%
58,6,2022,may,contra costa county,2.8%
40,5,2022,may,orange county,2.7%
84,6,2022,may,orange county,2.7%
67,13,2022,may,orange county,2.7%
19,1,2022,may,orange county,2.7%
55,20,2022,may,lake county,4.7%
135,16,2022,may,riverside county,3.5%
75,6,2022,may,orange county,2.7%
1,0,2022,may,siskiyou county,5.0%
12,4,2022,may,lake county,4.7%
165,39,2022,may,los angeles county,4.6%
271,145,2022,may,los angeles county,4.6%
12,13,2022,may,lassen county,3.9%
43,9,2022,may,los angeles county,4.6%
42,13,2022,may,san diego county,2.8%
38,19,2022,may,kings county,6.4%
39,11,2022,may,placer county,2.6%
12,1,2022,may,tulare county,7.0%
100,14,2022,may,alameda county,2.6%
14,8,2022,may,merced county,7.0%
48,4,2022,may,san bernardino county,3.5%
27,5,2022,may,los angeles county,4.6%
64,12,2022,may,santa barbara county,2.8%
1148,209,2022,may,los angeles county,4.6%
23,6,2022,may,orange county,2.7%
26,1,2022,may,santa clara county,2.3%
0,0,2022,may,santa clara county,2.3%
8786,2860,2022,may,los angeles county,4.6%
1343,469,2022,may,los angeles county,4.6%
15,21,2022,may,los angeles county,4.6%
111,18,2022,may,merced county,7.0%
45,0,2022,may,santa clara county,2.3%
128,36,2022,may,los angeles county,4.6%
84,31,2022,may,madera county,5.3%
100,41,2022,may,madera county,5.3%
44,7,2022,may,los angeles county,4.6%
10,3,2022,may,mono county,3.0%
109,7,2022,may,los angeles county,4.6%
160,17,2022,may,san joaquin county,4.3%
29,7,2022,may,monterey county,4.8%
14,2,2022,may,mariposa county,3.8%
50,8,2022,may,contra costa county,2.8%
21,8,2022,may,yuba county,4.4%
18,13,2022,may,los angeles county,4.6%
12,7,2022,may,kern county,6.5%
14,8,2022,may,fresno county,5.7%
102,25,2022,may,riverside county,3.5%
43,4,2022,may,san mateo county,2.1%
218,78,2022,may,merced county,7.0%
108,37,2022,may,merced county,7.0%
0,4,2022,may,los angeles county,4.6%
2,1,2022,may,los angeles county,4.6%
222,10,2022,may,santa clara county,2.3%
91,7,2022,may,orange county,2.7%
447,154,2022,may,stanislaus county,4.7%
2,6,2022,may,modoc county,4.5%
2,1,2022,may,mono county,3.0%
75,14,2022,may,los angeles county,4.6%
0,2,2022,may,siskiyou county,5.0%
133,21,2022,may,san bernardino county,3.5%
1,0,2022,may,santa clara county,2.3%
143,32,2022,may,los angeles county,4.6%
53,6,2022,may,monterey county,4.8%
88,29,2022,may,monterey county,4.8%
6,0,2022,may,monterey county,4.8%
130,9,2022,may,los angeles county,4.6%
19,3,2022,may,ventura county,2.9%
14,2,2022,may,contra costa county,2.8%
377,76,2022,may,riverside county,3.5%
62,23,2022,may,santa clara county,2.3%
14,4,2022,may,san luis obispo county,2.6%
1,0,2022,may,riverside county,3.5%
0,0,2022,may,siskiyou county,5.0%
159,18,2022,may,santa clara county,2.3%
87,37,2022,may,riverside county,3.5%
86,25,2022,may,napa county,2.6%
13,6,2022,may,napa county,2.6%
0,5,2022,may,napa county,2.6%
111,30,2022,may,san diego county,2.8%
10,7,2022,may,san bernardino county,3.5%
23,14,2022,may,nevada county,3.1%
177,9,2022,may,alameda county,2.6%
9,5,2022,may,stanislaus county,4.7%
124,11,2022,may,orange county,2.7%
63,4,2022,may,riverside county,3.5%
4,0,2022,may,butte county,3.7%
5,0,2022,may,humboldt county,3.5%
169,32,2022,may,los angeles county,4.6%
30,2,2022,may,stanislaus county,4.7%
2036,476,2022,may,alameda county,2.6%
41,4,2022,may,contra costa county,2.8%
5,0,2022,may,san luis obispo county,2.6%
286,56,2022,may,san diego county,2.8%
0,0,2022,may,san diego county,2.8%
7,0,2022,may,ventura county,2.9%
329,59,2022,may,san bernardino county,3.5%
32,1,2022,may,orange county,2.7%
95,30,2022,may,orange county,2.7%
7,1,2022,may,orange county,2.7%
2,4,2022,may,fresno county,5.7%
24,4,2022,may,contra costa county,2.8%
9,5,2022,may,glenn county,5.0%
76,14,2022,may,butte county,3.7%
270,69,2022,may,ventura county,2.9%
6,0,2022,may,monterey county,4.8%
39,6,2022,may,san mateo county,2.1%
160,26,2022,may,riverside county,3.5%
215,29,2022,may,riverside county,3.5%
225,93,2022,may,los angeles county,4.6%
169,9,2022,may,santa clara county,2.3%
6,0,2022,may,los angeles county,4.6%
8,2,2022,may,butte county,3.7%
129,35,2022,may,los angeles county,4.6%
8,11,2022,may,fresno county,5.7%
253,40,2022,may,los angeles county,4.6%
1,0,2022,may,los angeles county,4.6%
32,7,2022,may,san luis obispo county,2.6%
21,2,2022,may,stanislaus county,4.7%
0,0,2022,may,san bernardino county,3.5%
197,31,2022,may,riverside county,3.5%
50,14,2022,may,sonoma county,2.7%
99,22,2022,may,los angeles county,4.6%
35,6,2022,may,alameda county,2.6%
44,7,2022,may,contra costa county,2.8%
26,8,2022,may,san luis obispo county,2.6%
131,29,2022,may,contra costa county,2.8%
74,12,2022,may,orange county,2.7%
116,65,2022,may,placer county,2.6%
18,6,2022,may,el dorado county,3.0%
151,7,2022,may,contra costa county,2.8%
127,14,2022,may,alameda county,2.6%
26,8,2022,may,plumas county,4.9%
484,101,2022,may,los angeles county,4.6%
36,4,2022,may,ventura county,2.9%
117,27,2022,may,tulare county,7.0%
0,2,2022,may,tulare county,7.0%
39,8,2022,may,san diego county,2.8%
156,31,2022,may,sacramento county,3.2%
262,50,2022,may,san bernardino county,3.5%
58,9,2022,may,riverside county,3.5%
35,3,2022,may,los angeles county,4.6%
13,1,2022,may,orange county,2.7%
65,16,2022,may,tehama county,4.0%
239,18,2022,may,san bernardino county,3.5%
90,20,2022,may,los angeles county,4.6%
149,25,2022,may,san mateo county,2.1%
16,14,2022,may,fresno county,5.7%
288,52,2022,may,san bernardino county,3.5%
236,86,2022,may,contra costa county,2.8%
38,11,2022,may,kern county,6.5%
12,2,2022,may,humboldt county,3.5%
11,2,2022,may,solano county,3.4%
13,1,2022,may,san joaquin county,4.3%
24,8,2022,may,stanislaus county,4.7%
870,139,2022,may,riverside county,3.5%
639,98,2022,may,riverside county,3.5%
5,2,2022,may,riverside county,3.5%
53,7,2022,may,placer county,2.6%
66,9,2022,may,sonoma county,2.7%
0,0,2022,may,los angeles county,4.6%
15,2,2022,may,los angeles county,4.6%
149,22,2022,may,los angeles county,4.6%
237,28,2022,may,placer county,2.6%
1273,414,2022,may,sacramento county,3.2%
